"青沥备开(矫焙备)喊/1技喊 林刮殿废牢备"

"C青沥备开(矫焙备)喊","青沥备开(矫焙备)喊","C楷飞喊","楷飞喊","矫痢","醚牢备荐 (疙)","巢磊牢备荐 (疙)","咯磊牢备荐 (疙)"
'52190," 巢盔矫",'2804,"68技",2025,1334.0000,689.0000,645.0000
'52190," 巢盔矫",'2805,"69技",2025,1265.0000,608.0000,657.0000
'52190," 巢盔矫",'3101,"70技",2025,1387.0000,668.0000,719.0000
'52190," 巢盔矫",'3102,"71技",2025,1203.0000,608.0000,595.0000
'52190," 巢盔矫",'3103,"72技",2025,984.0000,511.0000,473.0000
'52190," 巢盔矫",'3104,"73技",2025,1117.0000,547.0000,570.0000
'52190," 巢盔矫",'3105,"74技",2025,928.0000,444.0000,484.0000
'52190," 巢盔矫",'3301,"75技",2025,1021.0000,479.0000,542.0000
'52190," 巢盔矫",'3302,"76技",2025,981.0000,427.0000,554.0000
'52190," 巢盔矫",'3303,"77技",2025,984.0000,387.0000,597.0000
'52190," 巢盔矫",'3304,"78技",2025,1065.0000,488.0000,577.0000
'52190," 巢盔矫",'3305,"79技",2025,852.0000,368.0000,484.0000
'52190," 巢盔矫",'3601,"80技",2025,666.0000,271.0000,395.0000
'52190," 巢盔矫",'3602,"81技",2025,620.0000,227.0000,393.0000
'52190," 巢盔矫",'3603,"82技",2025,633.0000,222.0000,411.0000
'52190," 巢盔矫",'3604,"83技",2025,1035.0000,311.0000,724.0000
'52190," 巢盔矫",'3605,"84技",2025,791.0000,278.0000,513.0000
'52190," 巢盔矫",'3801,"85技",2025,611.0000,215.0000,396.0000
'52190," 巢盔矫",'3802,"86技",2025,637.0000,199.0000,438.0000
'52190," 巢盔矫",'3803,"87技",2025,544.0000,169.0000,375.0000
'52190," 巢盔矫",'3804,"88技",2025,481.0000,132.0000,349.0000
'52190," 巢盔矫",'3805,"89技",2025,432.0000,118.0000,314.0000
'52190," 巢盔矫",'4101,"90技",2025,377.0000,90.0000,287.0000
'52190," 巢盔矫",'4102,"91技",2025,313.0000,65.0000,248.0000
'52190," 巢盔矫",'4103,"92技",2025,195.0000,45.0000,150.0000
'52190," 巢盔矫",'4104,"93技",2025,161.0000,33.0000,128.0000
'52190," 巢盔矫",'4105,"94技",2025,129.0000,25.0000,104.0000
'52190," 巢盔矫",'4301,"95技",2025,81.0000,17.0000,64.0000
'52190," 巢盔矫",'4302,"96技",2025,62.0000,10.0000,52.0000
'52190," 巢盔矫",'4303,"97技",2025,48.0000,7.0000,41.0000
'52190," 巢盔矫",'4304,"98技",2025,37.0000,4.0000,33.0000
'52190," 巢盔矫",'4305,"99技",2025,26.0000,2.0000,24.0000
'52190," 巢盔矫",'440,"100技 捞惑",2025,36.0000,7.0000,29.0000
'52210," 辫力矫",'000,"拌",2025,81676.0000,40986.0000,40690.0000
'52210," 辫力矫",'0401,"0技",2025,373.0000,176.0000,197.0000
'52210," 辫力矫",'0402,"1技",2025,364.0000,183.0000,181.0000
'52210," 辫力矫",'0403,"2技",2025,397.0000,211.0000,186.0000
'52210," 辫力矫",'0404,"3技",2025,354.0000,171.0000,183.0000
'52210," 辫力矫",'0405,"4技",2025,267.0000,134.0000,133.0000
'52210," 辫力矫",'0501,"5技",2025,278.0000,139.0000,139.0000
'52210," 辫力矫",'0502,"6技",2025,283.0000,143.0000,140.0000
'52210," 辫力矫",'0503,"7技",2025,330.0000,175.0000,155.0000
'52210," 辫力矫",'0504,"8技",2025,383.0000,199.0000,184.0000
'52210," 辫力矫",'0505,"9技",2025,418.0000,219.0000,199.0000
'52210," 辫力矫",'0701,"10技",2025,466.0000,244.0000,222.0000
'52210," 辫力矫",'0702,"11技",2025,466.0000,245.0000,221.0000
'52210," 辫力矫",'0703,"12技",2025,488.0000,265.0000,223.0000
'52210," 辫力矫",'0704,"13技",2025,570.0000,304.0000,266.0000
'52210," 辫力矫",'0705,"14技",2025,634.0000,316.0000,318.0000
'52210," 辫力矫",'1001,"15技",2025,550.0000,278.0000,272.0000
'52210," 辫力矫",'1002,"16技",2025,601.0000,307.0000,294.0000
'52210," 辫力矫",'1003,"17技",2025,614.0000,315.0000,299.0000
'52210," 辫力矫",'1004,"18技",2025,673.0000,336.0000,337.0000
'52210," 辫力矫",'1005,"19技",2025,595.0000,324.0000,271.0000
'52210," 辫力矫",'1201,"20技",2025,536.0000,291.0000,245.0000
'52210," 辫力矫",'1202,"21技",2025,598.0000,318.0000,280.0000
'52210," 辫力矫",'1203,"22技",2025,608.0000,324.0000,284.0000
'52210," 辫力矫",'1204,"23技",2025,588.0000,319.0000,269.0000
'52210," 辫力矫",'1205,"24技",2025,634.0000,366.0000,268.0000
'52210," 辫力矫",'1301,"25技",2025,666.0000,394.0000,272.0000
'52210," 辫力矫",'1302,"26技",2025,617.0000,353.0000,264.0000
'52210," 辫力矫",'1303,"27技",2025,655.0000,381.0000,274.0000
'52210," 辫力矫",'1304,"28技",2025,702.0000,389.0000,313.0000
'52210," 辫力矫",'1305,"29技",2025,736.0000,425.0000,311.0000
'52210," 辫力矫",'1501,"30技",2025,731.0000,385.0000,346.0000
'52210," 辫力矫",'1502,"31技",2025,778.0000,419.0000,359.0000
'52210," 辫力矫",'1503,"32技",2025,779.0000,409.0000,370.0000
'52210," 辫力矫",'1504,"33技",2025,685.0000,364.0000,321.0000
'52210," 辫力矫",'1505,"34技",2025,658.0000,351.0000,307.0000
'52210," 辫力矫",'1601,"35技",2025,637.0000,352.0000,285.0000
'52210," 辫力矫",'1602,"36技",2025,606.0000,327.0000,279.0000
'52210," 辫力矫",'1603,"37技",2025,644.0000,332.0000,312.0000
'52210," 辫力矫",'1604,"38技",2025,625.0000,321.0000,304.0000
'52210," 辫力矫",'1605,"39技",2025,631.0000,331.0000,300.0000
'52210," 辫力矫",'1801,"40技",2025,717.0000,381.0000,336.0000
'52210," 辫力矫",'1802,"41技",2025,708.0000,381.0000,327.0000
'52210," 辫力矫",'1803,"42技",2025,783.0000,406.0000,377.0000
'52210," 辫力矫",'1804,"43技",2025,909.0000,506.0000,403.0000
'52210," 辫力矫",'1805,"44技",2025,950.0000,525.0000,425.0000
'52210," 辫力矫",'1901,"45技",2025,911.0000,511.0000,400.0000
'52210," 辫力矫",'1902,"46技",2025,908.0000,496.0000,412.0000
'52210," 辫力矫",'1903,"47技",2025,839.0000,494.0000,345.0000
'52210," 辫力矫",'1904,"48技",2025,973.0000,517.0000,456.0000
'52210," 辫力矫",'1905,"49技",2025,1021.0000,564.0000,457.0000
'52210," 辫力矫",'2101,"50技",2025,1012.0000,561.0000,451.0000
'52210," 辫力矫",'2102,"51技",2025,1239.0000,686.0000,553.0000
'52210," 辫力矫",'2103,"52技",2025,1260.0000,708.0000,552.0000
'52210," 辫力矫",'2104,"53技",2025,1281.0000,726.0000,555.0000
'52210," 辫力矫",'2105,"54技",2025,1315.0000,754.0000,561.0000
'52210," 辫力矫",'2301,"55技",2025,1345.0000,744.0000,601.0000
'52210," 辫力矫",'2302,"56技",2025,1392.0000,775.0000,617.0000
'52210," 辫力矫",'2303,"57技",2025,1489.0000,836.0000,653.0000
'52210," 辫力矫",'2304,"58技",2025,1474.0000,827.0000,647.0000
'52210," 辫力矫",'2305,"59技",2025,1419.0000,804.0000,615.0000
'52210," 辫力矫",'2601,"60技",2025,1517.0000,822.0000,695.0000
'52210," 辫力矫",'2602,"61技",2025,1556.0000,837.0000,719.0000
'52210," 辫力矫",'2603,"62技",2025,1481.0000,766.0000,715.0000
'52210," 辫力矫",'2604,"63技",2025,1631.0000,873.0000,758.0000
'52210," 辫力矫",'2605,"64技",2025,1806.0000,942.0000,864.0000
'52210," 辫力矫",'2801,"65技",2025,2006.0000,1033.0000,973.0000
'52210," 辫力矫",'2802,"66技",2025,1724.0000,858.0000,866.0000
'52210," 辫力矫",'2803,"67技",2025,1535.0000,767.0000,768.0000
'52210," 辫力矫",'2804,"68技",2025,1634.0000,866.0000,768.0000
'52210," 辫力矫",'2805,"69技",2025,1540.0000,796.0000,744.0000
'52210," 辫力矫",'3101,"70技",2025,1585.0000,790.0000,795.0000
'52210," 辫力矫",'3102,"71技",2025,1345.0000,659.0000,686.0000
'52210," 辫力矫",'3103,"72技",2025,1093.0000,552.0000,541.0000
'52210," 辫力矫",'3104,"73技",2025,1186.0000,539.0000,647.0000
'52210," 辫力矫",'3105,"74技",2025,1129.0000,506.0000,623.0000
'52210," 辫力矫",'3301,"75技",2025,1333.0000,614.0000,719.0000
'52210," 辫力矫",'3302,"76技",2025,1140.0000,512.0000,628.0000
'52210," 辫力矫",'3303,"77技",2025,963.0000,454.0000,509.0000
'52210," 辫力矫",'3304,"78技",2025,1240.0000,542.0000,698.0000
'52210," 辫力矫",'3305,"79技",2025,870.0000,377.0000,493.0000
'52210," 辫力矫",'3601,"80技",2025,744.0000,294.0000,450.0000
'52210," 辫力矫",'3602,"81技",2025,775.0000,282.0000,493.0000
'52210," 辫力矫",'3603,"82技",2025,806.0000,295.0000,511.0000
'52210," 辫力矫",'3604,"83技",2025,1162.0000,427.0000,735.0000
'52210," 辫力矫",'3605,"84技",2025,874.0000,289.0000,585.0000
'52210," 辫力矫",'3801,"85技",2025,653.0000,203.0000,450.0000
'52210," 辫力矫",'3802,"86技",2025,737.0000,196.0000,541.0000
'52210," 辫力矫",'3803,"87技",2025,610.0000,174.0000,436.0000
'52210," 辫力矫",'3804,"88技",2025,566.0000,189.0000,377.0000
'52210," 辫力矫",'3805,"89技",2025,500.0000,111.0000,389.0000
'52210," 辫力矫",'4101,"90技",2025,433.0000,112.0000,321.0000
'52210," 辫力矫",'4102,"91技",2025,346.0000,81.0000,265.0000
'52210," 辫力矫",'4103,"92技",2025,302.0000,59.0000,243.0000
'52210," 辫力矫",'4104,"93技",2025,197.0000,33.0000,164.0000
'52210," 辫力矫",'4105,"94技",2025,148.0000,34.0000,114.0000
'52210," 辫力矫",'4301,"95技",2025,110.0000,18.0000,92.0000
'52210," 辫力矫",'4302,"96技",2025,84.0000,22.0000,62.0000
'52210," 辫力矫",'4303,"97技",2025,43.0000,6.0000,37.0000
'52210," 辫力矫",'4304,"98技",2025,44.0000,7.0000,37.0000
'52210," 辫力矫",'4305,"99技",2025,28.0000,5.0000,23.0000
'52210," 辫力矫",'440,"100技 捞惑",2025,37.0000,7.0000,30.0000
'52710," 肯林焙",'000,"拌",2025,100444.0000,51625.0000,48819.0000
'52710," 肯林焙",'0401,"0技",2025,614.0000,332.0000,282.0000
'52710," 肯林焙",'0402,"1技",2025,559.0000,288.0000,271.0000
'52710," 肯林焙",'0403,"2技",2025,472.0000,249.0000,223.0000
'52710," 肯林焙",'0404,"3技",2025,487.0000,256.0000,231.0000
'52710," 肯林焙",'0405,"4技",2025,482.0000,248.0000,234.0000
'52710," 肯林焙",'0501,"5技",2025,514.0000,253.0000,261.0000
'52710," 肯林焙",'0502,"6技",2025,576.0000,286.0000,290.0000
'52710," 肯林焙",'0503,"7技",2025,610.0000,313.0000,297.0000
'52710," 肯林焙",'0504,"8技",2025,671.0000,347.0000,324.0000
'52710," 肯林焙",'0505,"9技",2025,791.0000,387.0000,404.0000
'52710," 肯林焙",'0701,"10技",2025,841.0000,438.0000,403.0000
'52710," 肯林焙",'0702,"11技",2025,833.0000,414.0000,419.0000
'52710," 肯林焙",'0703,"12技",2025,825.0000,435.0000,390.0000
'52710," 肯林焙",'0704,"13技",2025,970.0000,506.0000,464.0000
'52710," 肯林焙",'0705,"14技",2025,920.0000,509.0000,411.0000
'52710," 肯林焙",'1001,"15技",2025,896.0000,462.0000,434.0000
'52710," 肯林焙",'1002,"16技",2025,851.0000,434.0000,417.0000
'52710," 肯林焙",'1003,"17技",2025,842.0000,438.0000,404.0000
'52710," 肯林焙",'1004,"18技",2025,906.0000,452.0000,454.0000
'52710," 肯林焙",'1005,"19技",2025,817.0000,438.0000,379.0000
'52710," 肯林焙",'1201,"20技",2025,789.0000,419.0000,370.0000
'52710," 肯林焙",'1202,"21技",2025,845.0000,479.0000,366.0000
'52710," 肯林焙",'1203,"22技",2025,759.0000,424.0000,335.0000
'52710," 肯林焙",'1204,"23技",2025,708.0000,421.0000,287.0000
'52710," 肯林焙",'1205,"24技",2025,820.0000,453.0000,367.0000
'52710," 肯林焙",'1301,"25技",2025,883.0000,500.0000,383.0000
'52710," 肯林焙",'1302,"26技",2025,856.0000,475.0000,381.0000
'52710," 肯林焙",'1303,"27技",2025,974.0000,524.0000,450.0000
'52710," 肯林焙",'1304,"28技",2025,1055.0000,575.0000,480.0000
'52710," 肯林焙",'1305,"29技",2025,1054.0000,563.0000,491.0000
'52710," 肯林焙",'1501,"30技",2025,1193.0000,638.0000,555.0000
'52710," 肯林焙",'1502,"31技",2025,1207.0000,637.0000,570.0000
'52710," 肯林焙",'1503,"32技",2025,1259.0000,664.0000,595.0000
'52710," 肯林焙",'1504,"33技",2025,1253.0000,636.0000,617.0000
'52710," 肯林焙",'1505,"34技",2025,1240.0000,651.0000,589.0000
'52710," 肯林焙",'1601,"35技",2025,1083.0000,590.0000,493.0000
'52710," 肯林焙",'1602,"36技",2025,1059.0000,555.0000,504.0000
'52710," 肯林焙",'1603,"37技",2025,1013.0000,483.0000,530.0000
'52710," 肯林焙",'1604,"38技",2025,1036.0000,542.0000,494.0000
'52710," 肯林焙",'1605,"39技",2025,990.0000,506.0000,484.0000
'52710," 肯林焙",'1801,"40技",2025,1162.0000,586.0000,576.0000
'52710," 肯林焙",'1802,"41技",2025,1126.0000,616.0000,510.0000
'52710," 肯林焙",'1803,"42技",2025,1249.0000,644.0000,605.0000
'52710," 肯林焙",'1804,"43技",2025,1418.0000,733.0000,685.0000
'52710," 肯林焙",'1805,"44技",2025,1423.0000,712.0000,711.0000
'52710," 肯林焙",'1901,"45技",2025,1412.0000,731.0000,681.0000
'52710," 肯林焙",'1902,"46技",2025,1421.0000,743.0000,678.0000
'52710," 肯林焙",'1903,"47技",2025,1266.0000,687.0000,579.0000
'52710," 肯林焙",'1904,"48技",2025,1394.0000,737.0000,657.0000
'52710," 肯林焙",'1905,"49技",2025,1337.0000,740.0000,597.0000
'52710," 肯林焙",'2101,"50技",2025,1520.0000,830.0000,690.0000
'52710," 肯林焙",'2102,"51技",2025,1562.0000,907.0000,655.0000
'52710," 肯林焙",'2103,"52技",2025,1645.0000,868.0000,777.0000
'52710," 肯林焙",'2104,"53技",2025,1632.0000,887.0000,745.0000
'52710," 肯林焙",'2105,"54技",2025,1837.0000,1024.0000,813.0000
'52710," 肯林焙",'2301,"55技",2025,1711.0000,902.0000,809.0000
'52710," 肯林焙",'2302,"56技",2025,1671.0000,908.0000,763.0000
'52710," 肯林焙",'2303,"57技",2025,1879.0000,1040.0000,839.0000
'52710," 肯林焙",'2304,"58技",2025,1705.0000,923.0000,782.0000
'52710," 肯林焙",'2305,"59技",2025,1766.0000,1022.0000,744.0000
'52710," 肯林焙",'2601,"60技",2025,1740.0000,937.0000,803.0000
'52710," 肯林焙",'2602,"61技",2025,1681.0000,893.0000,788.0000
'52710," 肯林焙",'2603,"62技",2025,1635.0000,862.0000,773.0000
'52710," 肯林焙",'2604,"63技",2025,1842.0000,985.0000,857.0000
'52710," 肯林焙",'2605,"64技",2025,2039.0000,1099.0000,940.0000
'52710," 肯林焙",'2801,"65技",2025,2137.0000,1108.0000,1029.0000
'52710," 肯林焙",'2802,"66技",2025,1806.0000,940.0000,866.0000
'52710," 肯林焙",'2803,"67技",2025,1580.0000,808.0000,772.0000
'52710," 肯林焙",'2804,"68技",2025,1597.0000,835.0000,762.0000
'52710," 肯林焙",'2805,"69技",2025,1500.0000,793.0000,707.0000
'52710," 肯林焙",'3101,"70技",2025,1641.0000,857.0000,784.0000
'52710," 肯林焙",'3102,"71技",2025,1455.0000,751.0000,704.0000
'52710," 肯林焙",'3103,"72技",2025,1058.0000,560.0000,498.0000
'52710," 肯林焙",'3104,"73技",2025,1115.0000,542.0000,573.0000
'52710," 肯林焙",'3105,"74技",2025,968.0000,494.0000,474.0000
'52710," 肯林焙",'3301,"75技",2025,1162.0000,597.0000,565.0000
'52710," 肯林焙",'3302,"76技",2025,970.0000,461.0000,509.0000
'52710," 肯林焙",'3303,"77技",2025,953.0000,468.0000,485.0000
'52710," 肯林焙",'3304,"78技",2025,992.0000,463.0000,529.0000
'52710," 肯林焙",'3305,"79技",2025,769.0000,375.0000,394.0000
'52710," 肯林焙",'3601,"80技",2025,646.0000,269.0000,377.0000
'52710," 肯林焙",'3602,"81技",2025,632.0000,261.0000,371.0000
'52710," 肯林焙",'3603,"82技",2025,617.0000,225.0000,392.0000
'52710," 肯林焙",'3604,"83技",2025,952.0000,330.0000,622.0000
'52710," 肯林焙",'3605,"84技",2025,654.0000,239.0000,415.0000
'52710," 肯林焙",'3801,"85技",2025,497.0000,162.0000,335.0000
'52710," 肯林焙",'3802,"86技",2025,553.0000,169.0000,384.0000
'52710," 肯林焙",'3803,"87技",2025,522.0000,173.0000,349.0000
'52710," 肯林焙",'3804,"88技",2025,421.0000,120.0000,301.0000
'52710," 肯林焙",'3805,"89技",2025,364.0000,105.0000,259.0000
'52710," 肯林焙",'4101,"90技",2025,330.0000,95.0000,235.0000
'52710," 肯林焙",'4102,"91技",2025,253.0000,63.0000,190.0000
'52710," 肯林焙",'4103,"92技",2025,179.0000,46.0000,133.0000
'52710," 肯林焙",'4104,"93技",2025,138.0000,26.0000,112.0000
'52710," 肯林焙",'4105,"94技",2025,91.0000,18.0000,73.0000
'52710," 肯林焙",'4301,"95技",2025,74.0000,9.0000,65.0000
'52710," 肯林焙",'4302,"96技",2025,68.0000,8.0000,60.0000
'52710," 肯林焙",'4303,"97技",2025,49.0000,12.0000,37.0000
'52710," 肯林焙",'4304,"98技",2025,35.0000,3.0000,32.0000
'52710," 肯林焙",'4305,"99技",2025,11.0000,2.0000,9.0000
'52710," 肯林焙",'440,"100技 捞惑",2025,29.0000,2.0000,27.0000
'52720," 柳救焙",'000,"拌",2025,24249.0000,12410.0000,11839.0000
'52720," 柳救焙",'0401,"0技",2025,81.0000,41.0000,40.0000
'52720," 柳救焙",'0402,"1技",2025,79.0000,38.0000,41.0000
'52720," 柳救焙",'0403,"2技",2025,81.0000,39.0000,42.0000
'52720," 柳救焙",'0404,"3技",2025,70.0000,34.0000,36.0000
'52720," 柳救焙",'0405,"4技",2025,90.0000,56.0000,34.0000
'52720," 柳救焙",'0501,"5技",2025,86.0000,41.0000,45.0000
'52720," 柳救焙",'0502,"6技",2025,74.0000,36.0000,38.0000
'52720," 柳救焙",'0503,"7技",2025,70.0000,34.0000,36.0000
'52720," 柳救焙",'0504,"8技",2025,94.0000,53.0000,41.0000
'52720," 柳救焙",'0505,"9技",2025,104.0000,50.0000,54.0000
'52720," 柳救焙",'0701,"10技",2025,97.0000,45.0000,52.0000
'52720," 柳救焙",'0702,"11技",2025,120.0000,50.0000,70.0000
'52720," 柳救焙",'0703,"12技",2025,121.0000,57.0000,64.0000
'52720," 柳救焙",'0704,"13技",2025,132.0000,56.0000,76.0000
'52720," 柳救焙",'0705,"14技",2025,152.0000,86.0000,66.0000
'52720," 柳救焙",'1001,"15技",2025,170.0000,87.0000,83.0000
'52720," 柳救焙",'1002,"16技",2025,152.0000,84.0000,68.0000
'52720," 柳救焙",'1003,"17技",2025,164.0000,92.0000,72.0000
'52720," 柳救焙",'1004,"18技",2025,180.0000,88.0000,92.0000
'52720," 柳救焙",'1005,"19技",2025,190.0000,93.0000,97.0000
'52720," 柳救焙",'1201,"20技",2025,157.0000,89.0000,68.0000
'52720," 柳救焙",'1202,"21技",2025,159.0000,89.0000,70.0000
'52720," 柳救焙",'1203,"22技",2025,158.0000,87.0000,71.0000
'52720," 柳救焙",'1204,"23技",2025,137.0000,86.0000,51.0000
'52720," 柳救焙",'1205,"24技",2025,153.0000,90.0000,63.0000
'52720," 柳救焙",'1301,"25技",2025,166.0000,101.0000,65.0000
'52720," 柳救焙",'1302,"26技",2025,153.0000,95.0000,58.0000
'52720," 柳救焙",'1303,"27技",2025,158.0000,91.0000,67.0000
'52720," 柳救焙",'1304,"28技",2025,148.0000,81.0000,67.0000
'52720," 柳救焙",'1305,"29技",2025,140.0000,70.0000,70.0000
'52720," 柳救焙",'1501,"30技",2025,137.0000,80.0000,57.0000
'52720," 柳救焙",'1502,"31技",2025,151.0000,74.0000,77.0000
'52720," 柳救焙",'1503,"32技",2025,152.0000,70.0000,82.0000
'52720," 柳救焙",'1504,"33技",2025,158.0000,73.0000,85.0000
'52720," 柳救焙",'1505,"34技",2025,129.0000,64.0000,65.0000
'52720," 柳救焙",'1601,"35技",2025,128.0000,65.0000,63.0000
'52720," 柳救焙",'1602,"36技",2025,121.0000,54.0000,67.0000
'52720," 柳救焙",'1603,"37技",2025,131.0000,63.0000,68.0000
'52720," 柳救焙",'1604,"38技",2025,121.0000,60.0000,61.0000
'52720," 柳救焙",'1605,"39技",2025,141.0000,70.0000,71.0000
'52720," 柳救焙",'1801,"40技",2025,152.0000,69.0000,83.0000
'52720," 柳救焙",'1802,"41技",2025,180.0000,87.0000,93.0000
'52720," 柳救焙",'1803,"42技",2025,162.0000,81.0000,81.0000
'52720," 柳救焙",'1804,"43技",2025,198.0000,109.0000,89.0000
'52720," 柳救焙",'1805,"44技",2025,208.0000,103.0000,105.0000
'52720," 柳救焙",'1901,"45技",2025,233.0000,143.0000,90.0000
'52720," 柳救焙",'1902,"46技",2025,208.0000,125.0000,83.0000
'52720," 柳救焙",'1903,"47技",2025,192.0000,112.0000,80.0000
'52720," 柳救焙",'1904,"48技",2025,257.0000,144.0000,113.0000
'52720," 柳救焙",'1905,"49技",2025,261.0000,154.0000,107.0000
'52720," 柳救焙",'2101,"50技",2025,253.0000,147.0000,106.0000
'52720," 柳救焙",'2102,"51技",2025,337.0000,194.0000,143.0000
'52720," 柳救焙",'2103,"52技",2025,370.0000,205.0000,165.0000
'52720," 柳救焙",'2104,"53技",2025,374.0000,225.0000,149.0000
'52720," 柳救焙",'2105,"54技",2025,389.0000,227.0000,162.0000
'52720," 柳救焙",'2301,"55技",2025,412.0000,217.0000,195.0000
'52720," 柳救焙",'2302,"56技",2025,435.0000,243.0000,192.0000
'52720," 柳救焙",'2303,"57技",2025,487.0000,278.0000,209.0000
'52720," 柳救焙",'2304,"58技",2025,477.0000,259.0000,218.0000
'52720," 柳救焙",'2305,"59技",2025,520.0000,308.0000,212.0000
'52720," 柳救焙",'2601,"60技",2025,536.0000,293.0000,243.0000
'52720," 柳救焙",'2602,"61技",2025,517.0000,285.0000,232.0000
'52720," 柳救焙",'2603,"62技",2025,497.0000,268.0000,229.0000
'52720," 柳救焙",'2604,"63技",2025,609.0000,349.0000,260.0000
'52720," 柳救焙",'2605,"64技",2025,649.0000,363.0000,286.0000
'52720," 柳救焙",'2801,"65技",2025,732.0000,408.0000,324.0000
'52720," 柳救焙",'2802,"66技",2025,637.0000,356.0000,281.0000
'52720," 柳救焙",'2803,"67技",2025,506.0000,272.0000,234.0000
'52720," 柳救焙",'2804,"68技",2025,561.0000,331.0000,230.0000
'52720," 柳救焙",'2805,"69技",2025,464.0000,245.0000,219.0000
'52720," 柳救焙",'3101,"70技",2025,551.0000,292.0000,259.0000
'52720," 柳救焙",'3102,"71技",2025,483.0000,238.0000,245.0000
'52720," 柳救焙",'3103,"72技",2025,390.0000,198.0000,192.0000
'52720," 柳救焙",'3104,"73技",2025,439.0000,249.0000,190.0000
'52720," 柳救焙",'3105,"74技",2025,326.0000,170.0000,156.0000
'52720," 柳救焙",'3301,"75技",2025,439.0000,206.0000,233.0000
'52720," 柳救焙",'3302,"76技",2025,379.0000,174.0000,205.0000
'52720," 柳救焙",'3303,"77技",2025,360.0000,177.0000,183.0000
'52720," 柳救焙",'3304,"78技",2025,401.0000,187.0000,214.0000
'52720," 柳救焙",'3305,"79技",2025,297.0000,143.0000,154.0000
'52720," 柳救焙",'3601,"80技",2025,296.0000,140.0000,156.0000
'52720," 柳救焙",'3602,"81技",2025,257.0000,104.0000,153.0000
'52720," 柳救焙",'3603,"82技",2025,267.0000,109.0000,158.0000
'52720," 柳救焙",'3604,"83技",2025,387.0000,141.0000,246.0000
'52720," 柳救焙",'3605,"84技",2025,303.0000,118.0000,185.0000
'52720," 柳救焙",'3801,"85技",2025,268.0000,89.0000,179.0000
'52720," 柳救焙",'3802,"86技",2025,257.0000,71.0000,186.0000
'52720," 柳救焙",'3803,"87技",2025,211.0000,65.0000,146.0000
'52720," 柳救焙",'3804,"88技",2025,179.0000,55.0000,124.0000
'52720," 柳救焙",'3805,"89技",2025,190.0000,53.0000,137.0000
'52720," 柳救焙",'4101,"90技",2025,139.0000,35.0000,104.0000
'52720," 柳救焙",'4102,"91技",2025,114.0000,32.0000,82.0000
'52720," 柳救焙",'4103,"92技",2025,85.0000,15.0000,70.0000
'52720," 柳救焙",'4104,"93技",2025,61.0000,13.0000,48.0000
'52720," 柳救焙",'4105,"94技",2025,39.0000,4.0000,35.0000
'52720," 柳救焙",'4301,"95技",2025,27.0000,3.0000,24.0000
'52720," 柳救焙",'4302,"96技",2025,26.0000,8.0000,18.0000
'52720," 柳救焙",'4303,"97技",2025,21.0000,4.0000,17.0000
'52720," 柳救焙",'4304,"98技",2025,13.0000,3.0000,10.0000
'52720," 柳救焙",'4305,"99技",2025,7.0000,0.0000,7.0000
'52720," 柳救焙",'440,"100技 捞惑",2025,19.0000,2.0000,17.0000
'52730," 公林焙",'000,"拌",2025,22787.0000,11461.0000,11326.0000
'52730," 公林焙",'0401,"0技",2025,57.0000,26.0000,31.0000
'52730," 公林焙",'0402,"1技",2025,60.0000,35.0000,25.0000
'52730," 公林焙",'0403,"2技",2025,44.0000,23.0000,21.0000
'52730," 公林焙",'0404,"3技",2025,66.0000,32.0000,34.0000
'52730," 公林焙",'0405,"4技",2025,61.0000,28.0000,33.0000
'52730," 公林焙",'0501,"5技",2025,75.0000,34.0000,41.0000
'52730," 公林焙",'0502,"6技",2025,66.0000,29.0000,37.0000
'52730," 公林焙",'0503,"7技",2025,73.0000,39.0000,34.0000
'52730," 公林焙",'0504,"8技",2025,92.0000,40.0000,52.0000
'52730," 公林焙",'0505,"9技",2025,113.0000,65.0000,48.0000
'52730," 公林焙",'0701,"10技",2025,127.0000,69.0000,58.0000
'52730," 公林焙",'0702,"11技",2025,140.0000,89.0000,51.0000
'52730," 公林焙",'0703,"12技",2025,138.0000,75.0000,63.0000
'52730," 公林焙",'0704,"13技",2025,146.0000,79.0000,67.0000
'52730," 公林焙",'0705,"14技",2025,172.0000,80.0000,92.0000
'52730," 公林焙",'1001,"15技",2025,171.0000,97.0000,74.0000
'52730," 公林焙",'1002,"16技",2025,185.0000,84.0000,101.0000
'52730," 公林焙",'1003,"17技",2025,190.0000,95.0000,95.0000
'52730," 公林焙",'1004,"18技",2025,210.0000,105.0000,105.0000
'52730," 公林焙",'1005,"19技",2025,181.0000,93.0000,88.0000
'52730," 公林焙",'1201,"20技",2025,151.0000,73.0000,78.0000
'52730," 公林焙",'1202,"21技",2025,164.0000,88.0000,76.0000
'52730," 公林焙",'1203,"22技",2025,138.0000,73.0000,65.0000
'52730," 公林焙",'1204,"23技",2025,137.0000,79.0000,58.0000
'52730," 公林焙",'1205,"24技",2025,169.0000,94.0000,75.0000
'52730," 公林焙",'1301,"25技",2025,143.0000,82.0000,61.0000
'52730," 公林焙",'1302,"26技",2025,141.0000,85.0000,56.0000
'52730," 公林焙",'1303,"27技",2025,135.0000,78.0000,57.0000
'52730," 公林焙",'1304,"28技",2025,126.0000,72.0000,54.0000
'52730," 公林焙",'1305,"29技",2025,143.0000,75.0000,68.0000
'52730," 公林焙",'1501,"30技",2025,167.0000,98.0000,69.0000
